what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350104823028
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350104823207
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350104826701
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350104827711
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350104828239
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350104830320
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350104832074
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1350104835969
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1350104837731
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1350104843648
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350104847091
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350104917545
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350104920281
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350104938112
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350104948001
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350104965714
